incident_id,opened_at,resolved_at,priority,service,category,assignment_group,ci,channel,sla_due,sla_breached,reopen_count,customer_sat
INC10408,2025-11-10 16:29:37.623315,2025-11-10 18:41:37.623315,P3,VPN,Сервисный запрос,Service Desk L1,DS-CL-01,Почта,2025-11-11 16:29:37.623315,False,1,5
INC10409,2025-11-10 07:41:37.623315,2025-11-11 06:34:37.623315,P4,Сервис-деск,Проблема,NOC,FW-01,Портал,2025-11-12 07:41:37.623315,False,0,
INC10410,2025-11-10 10:26:37.623315,2025-11-11 21:51:37.623315,P3,Сеть офисов,Инцидент,DBA,MAIL-CL-01,Мониторинг,2025-11-11 10:26:37.623315,True,0,4
INC10411,2025-11-10 09:57:37.623315,2025-11-11 08:35:37.623315,P4,VPN,Инцидент,Service Desk L2,FW-01,Мониторинг,2025-11-12 09:57:37.623315,False,0,
INC10412,2025-11-10 13:39:37.623315,,P3,VPN,Инцидент,NOC,MAIL-CL-01,Телефон,2025-11-11 13:39:37.623315,True,0,2
INC10413,2025-11-10 14:55:37.623315,2025-11-13 10:47:37.623315,P4,VPN,Инцидент,Service Desk L1,DS-CL-01,Мониторинг,2025-11-12 14:55:37.623315,True,0,2
INC10414,2025-11-10 01:59:37.623315,2025-11-10 21:28:37.623315,P3,Сеть офисов,Проблема,Service Desk L1,DB-PRD-01,Портал,2025-11-11 01:59:37.623315,False,0,5
INC10415,2025-11-10 19:43:37.623315,2025-11-11 01:08:37.623315,P1,Сеть офисов,Сервисный запрос,Network,FW-01,Портал,2025-11-10 23:43:37.623315,True,0,4
INC10416,2025-11-10 05:04:37.623315,2025-11-10 17:40:37.623315,P3,Data Platform,Проблема,Service Desk L1,APP-ERP-01,Портал,2025-11-11 05:04:37.623315,False,0,3
INC10417,2025-11-10 09:44:37.623315,2025-11-12 20:34:37.623315,P4,Сеть офисов,Инцидент,Network,VPN-GW-02,Почта,2025-11-12 09:44:37.623315,True,0,3
INC10418,2025-11-10 09:54:37.623315,2025-11-11 00:40:37.623315,P3,Сеть офисов,Инцидент,NOC,MAIL-CL-01,Портал,2025-11-11 09:54:37.623315,False,0,
INC10419,2025-11-10 19:20:37.623315,2025-11-13 06:08:37.623315,P4,Сеть офисов,Сервисный запрос,Network,MAIL-CL-01,Телефон,2025-11-12 19:20:37.623315,True,1,1
INC10420,2025-11-10 17:52:37.623315,2025-11-12 03:59:37.623315,P3,VPN,Проблема,Application Support,DS-CL-01,Телефон,2025-11-11 17:52:37.623315,True,1,5
INC10421,2025-11-10 02:22:37.623315,2025-11-10 17:01:37.623315,P3,Сеть офисов,Сервисный запрос,DBA,FW-01,Телефон,2025-11-11 02:22:37.623315,False,0,
INC10422,2025-11-10 05:21:37.623315,2025-11-10 23:13:37.623315,P3,Корпоративная почта,Сервисный запрос,Network,MAIL-CL-01,Телефон,2025-11-11 05:21:37.623315,False,0,5
INC10423,2025-11-10 20:42:37.623315,2025-11-10 23:11:37.623315,P3,VPN,Инцидент,Network,APP-ERP-01,Мониторинг,2025-11-11 20:42:37.623315,False,1,5
INC10424,2025-11-11 01:42:37.623315,2025-11-12 07:37:37.623315,P3,Data Platform,Проблема,Network,MAIL-CL-01,Почта,2025-11-12 01:42:37.623315,True,0,
INC10425,2025-11-11 02:08:37.623315,2025-11-13 21:04:37.623315,P4,Корпоративная почта,Проблема,Service Desk L1,VPN-GW-02,Телефон,2025-11-13 02:08:37.623315,True,0,2
INC10426,2025-11-11 04:40:37.623315,,P4,Корпоративная почта,Проблема,Service Desk L1,VPN-GW-02,Телефон,2025-11-13 04:40:37.623315,True,0,
INC10427,2025-11-11 00:26:37.623315,,P3,Сеть офисов,Проблема,NOC,DB-PRD-01,Почта,2025-11-12 00:26:37.623315,True,0,3
INC10428,2025-11-11 12:00:37.623315,2025-11-12 10:06:37.623315,P3,ERP,Проблема,Service Desk L2,APP-ERP-01,Мониторинг,2025-11-12 12:00:37.623315,False,0,3
INC10429,2025-11-11 01:58:37.623315,2025-11-11 05:54:37.623315,P1,VPN,Сервисный запрос,NOC,APP-ERP-01,Портал,2025-11-11 05:58:37.623315,False,0,1
INC10430,2025-11-11 10:28:37.623315,2025-11-12 19:05:37.623315,P4,Data Platform,Проблема,Service Desk L1,VPN-GW-02,Телефон,2025-11-13 10:28:37.623315,False,0,2
INC10431,2025-11-11 11:48:37.623315,2025-11-12 20:43:37.623315,P3,VPN,Инцидент,Service Desk L1,VPN-GW-02,Телефон,2025-11-12 11:48:37.623315,True,0,4
INC10432,2025-11-11 09:16:37.623315,,P4,Корпоративная почта,Проблема,NOC,DB-PRD-01,Мониторинг,2025-11-13 09:16:37.623315,True,0,4
INC10433,2025-11-11 01:29:37.623315,2025-11-12 09:06:37.623315,P3,Сервис-деск,Проблема,DBA,MAIL-CL-01,Почта,2025-11-12 01:29:37.623315,True,0,2
INC10434,2025-11-11 17:13:37.623315,2025-11-12 06:24:37.623315,P3,Data Platform,Проблема,NOC,MAIL-CL-01,Мониторинг,2025-11-12 17:13:37.623315,False,0,4
INC10435,2025-11-11 21:53:37.623315,2025-11-12 23:26:37.623315,P3,Корпоративная почта,Инцидент,Service Desk L1,VPN-GW-02,Телефон,2025-11-12 21:53:37.623315,True,0,2
INC10436,2025-11-11 21:26:37.623315,2025-11-12 02:42:37.623315,P2,Data Platform,Проблема,NOC,MAIL-CL-01,Портал,2025-11-12 05:26:37.623315,False,0,
INC10437,2025-11-11 23:03:37.623315,,P4,Сервис-деск,Проблема,Service Desk L1,APP-ERP-01,Портал,2025-11-13 23:03:37.623315,True,1,1
INC10438,2025-11-10 23:51:37.623315,2025-11-11 22:58:37.623315,P3,Data Platform,Сервисный запрос,Network,APP-ERP-01,Почта,2025-11-11 23:51:37.623315,False,0,1
INC10439,2025-11-11 22:40:37.623315,2025-11-12 07:33:37.623315,P4,Сервис-деск,Сервисный запрос,Service Desk L1,DB-PRD-01,Портал,2025-11-13 22:40:37.623315,False,0,3
INC10440,2025-11-11 23:00:37.623315,2025-11-12 00:34:37.623315,P1,Сеть офисов,Инцидент,Network,APP-ERP-01,Почта,2025-11-12 03:00:37.623315,False,0,3
INC10441,2025-11-11 07:21:37.623315,2025-11-12 04:29:37.623315,P4,Сервис-деск,Сервисный запрос,Network,DB-PRD-01,Телефон,2025-11-13 07:21:37.623315,False,0,4
INC10442,2025-11-11 14:32:37.623315,2025-11-13 13:50:37.623315,P4,Корпоративная почта,Инцидент,Service Desk L1,DB-PRD-01,Мониторинг,2025-11-13 14:32:37.623315,False,0,2
INC10443,2025-11-11 11:36:37.623315,2025-11-12 10:56:37.623315,P4,VPN,Проблема,Service Desk L2,APP-ERP-01,Портал,2025-11-13 11:36:37.623315,False,0,5
INC10444,2025-11-11 00:31:37.623315,2025-11-12 09:31:37.623315,P3,Сервис-деск,Проблема,Application Support,VPN-GW-02,Мониторинг,2025-11-12 00:31:37.623315,True,0,4
INC10445,2025-11-11 16:16:37.623315,2025-11-12 23:24:37.623315,P3,Data Platform,Проблема,Network,MAIL-CL-01,Портал,2025-11-12 16:16:37.623315,True,0,1
INC10446,2025-11-11 19:43:37.623315,2025-11-13 09:26:37.623315,P4,ERP,Сервисный запрос,Network,FW-01,Телефон,2025-11-13 19:43:37.623315,False,0,2
INC10447,2025-11-11 14:10:37.623315,2025-11-12 17:16:37.623315,P4,Сеть офисов,Сервисный запрос,Service Desk L2,DS-CL-01,Почта,2025-11-13 14:10:37.623315,False,0,5
INC10448,2025-11-11 20:21:37.623315,,P4,Корпоративная почта,Проблема,NOC,DS-CL-01,Мониторинг,2025-11-13 20:21:37.623315,True,0,
INC10449,2025-11-11 08:37:37.623315,,P3,Корпоративная почта,Инцидент,Service Desk L1,DS-CL-01,Почта,2025-11-12 08:37:37.623315,True,1,
INC10450,2025-11-11 03:06:37.623315,,P4,Сеть офисов,Инцидент,DBA,DS-CL-01,Почта,2025-11-13 03:06:37.623315,True,1,
INC10451,2025-11-11 04:37:37.623315,2025-11-11 10:17:37.623315,P3,Сервис-деск,Сервисный запрос,Network,VPN-GW-02,Телефон,2025-11-12 04:37:37.623315,False,0,5
INC10452,2025-11-11 08:10:37.623315,2025-11-11 09:41:37.623315,P2,ERP,Сервисный запрос,Application Support,VPN-GW-02,Портал,2025-11-11 16:10:37.623315,False,0,4
INC10453,2025-11-11 18:46:37.623315,2025-11-12 05:05:37.623315,P3,Сеть офисов,Сервисный запрос,Application Support,MAIL-CL-01,Портал,2025-11-12 18:46:37.623315,False,1,
INC10454,2025-11-11 07:27:37.623315,,P1,Сервис-деск,Сервисный запрос,DBA,FW-01,Мониторинг,2025-11-11 11:27:37.623315,True,0,
INC10455,2025-11-11 00:20:37.623315,2025-11-11 02:07:37.623315,P1,Сервис-деск,Сервисный запрос,DBA,MAIL-CL-01,Портал,2025-11-11 04:20:37.623315,False,0,2
INC10456,2025-11-11 14:48:37.623315,2025-11-11 20:05:37.623315,P3,Сеть офисов,Инцидент,NOC,VPN-GW-02,Мониторинг,2025-11-12 14:48:37.623315,False,0,1
INC10457,2025-11-11 10:42:37.623315,2025-11-11 23:34:37.623315,P4,ERP,Проблема,Network,FW-01,Мониторинг,2025-11-13 10:42:37.623315,False,0,3
INC10458,2025-11-11 19:33:37.623315,,P3,Data Platform,Проблема,Application Support,APP-ERP-01,Мониторинг,2025-11-12 19:33:37.623315,True,1,
INC10459,2025-11-11 21:43:37.623315,2025-11-13 04:06:37.623315,P3,Сервис-деск,Инцидент,Application Support,FW-01,Почта,2025-11-12 21:43:37.623315,True,0,1
INC10460,2025-11-11 06:52:37.623315,2025-11-12 04:22:37.623315,P3,Data Platform,Проблема,DBA,FW-01,Портал,2025-11-12 06:52:37.623315,False,0,3
INC10461,2025-11-11 22:23:37.623315,2025-11-13 06:10:37.623315,P3,Сервис-деск,Проблема,Application Support,DS-CL-01,Почта,2025-11-12 22:23:37.623315,True,1,5
INC10462,2025-11-11 22:30:37.623315,,P3,Сеть офисов,Инцидент,Application Support,DS-CL-01,Почта,2025-11-12 22:30:37.623315,True,0,
INC10463,2025-11-11 01:18:37.623315,2025-11-12 08:56:37.623315,P3,Сеть офисов,Инцидент,Service Desk L1,FW-01,Портал,2025-11-12 01:18:37.623315,True,0,1
INC10464,2025-11-11 18:35:37.623315,2025-11-12 00:50:37.623315,P2,Сервис-деск,Проблема,DBA,APP-ERP-01,Портал,2025-11-12 02:35:37.623315,False,1,1
INC10465,2025-11-11 16:29:37.623315,2025-11-12 07:32:37.623315,P3,Корпоративная почта,Проблема,Application Support,APP-ERP-01,Портал,2025-11-12 16:29:37.623315,False,0,4
INC10466,2025-11-11 12:31:37.623315,2025-11-14 00:54:37.623315,P4,VPN,Проблема,NOC,DB-PRD-01,Портал,2025-11-13 12:31:37.623315,True,0,
INC10467,2025-11-11 18:45:37.623315,,P4,Data Platform,Инцидент,NOC,FW-01,Почта,2025-11-13 18:45:37.623315,True,1,
INC10468,2025-11-11 19:58:37.623315,2025-11-14 13:27:37.623315,P4,Сервис-деск,Инцидент,Application Support,DB-PRD-01,Телефон,2025-11-13 19:58:37.623315,True,0,2
INC10469,2025-11-11 06:32:37.623315,,P3,VPN,Проблема,DBA,MAIL-CL-01,Портал,2025-11-12 06:32:37.623315,True,0,3
INC10470,2025-11-11 10:47:37.623315,2025-11-11 12:17:37.623315,P1,Сеть офисов,Инцидент,Service Desk L1,APP-ERP-01,Почта,2025-11-11 14:47:37.623315,False,0,
INC10471,2025-11-11 20:34:37.623315,2025-11-12 07:15:37.623315,P3,Сервис-деск,Сервисный запрос,DBA,DB-PRD-01,Почта,2025-11-12 20:34:37.623315,False,0,5
INC10472,2025-11-11 01:02:37.623315,2025-11-11 18:41:37.623315,P3,ERP,Проблема,DBA,FW-01,Портал,2025-11-12 01:02:37.623315,False,0,1
INC10473,2025-11-12 04:16:37.623315,2025-11-14 07:20:37.623315,P4,Сервис-деск,Сервисный запрос,Service Desk L2,DS-CL-01,Портал,2025-11-14 04:16:37.623315,True,0,5
INC10474,2025-11-12 12:18:37.623315,2025-11-14 05:17:37.623315,P4,Data Platform,Сервисный запрос,Service Desk L2,MAIL-CL-01,Почта,2025-11-14 12:18:37.623315,False,0,5
INC10475,2025-11-12 19:17:37.623315,2025-11-14 06:55:37.623315,P3,Сервис-деск,Сервисный запрос,NOC,FW-01,Мониторинг,2025-11-13 19:17:37.623315,True,0,1
INC10476,2025-11-12 00:44:37.623315,2025-11-12 05:48:37.623315,P3,Сеть офисов,Проблема,Application Support,DB-PRD-01,Телефон,2025-11-13 00:44:37.623315,False,0,5
INC10477,2025-11-12 19:51:37.623315,2025-11-14 00:59:37.623315,P4,Сервис-деск,Инцидент,Network,APP-ERP-01,Телефон,2025-11-14 19:51:37.623315,False,0,2
INC10478,2025-11-12 07:24:37.623315,2025-11-12 16:11:37.623315,P2,Сеть офисов,Проблема,NOC,VPN-GW-02,Телефон,2025-11-12 15:24:37.623315,True,0,3
INC10479,2025-11-12 21:05:37.623315,2025-11-13 06:32:37.623315,P4,VPN,Сервисный запрос,NOC,FW-01,Мониторинг,2025-11-14 21:05:37.623315,False,1,3
INC10480,2025-11-12 01:27:37.623315,,P3,VPN,Сервисный запрос,Application Support,DB-PRD-01,Портал,2025-11-13 01:27:37.623315,True,0,
INC10481,2025-11-12 17:20:37.623315,2025-11-13 01:24:37.623315,P2,Сервис-деск,Проблема,NOC,APP-ERP-01,Почта,2025-11-13 01:20:37.623315,True,0,4
INC10482,2025-11-12 16:02:37.623315,2025-11-13 14:48:37.623315,P3,Data Platform,Проблема,Service Desk L2,DS-CL-01,Мониторинг,2025-11-13 16:02:37.623315,False,0,1
INC10483,2025-11-12 04:18:37.623315,2025-11-13 16:17:37.623315,P4,VPN,Сервисный запрос,Network,APP-ERP-01,Портал,2025-11-14 04:18:37.623315,False,0,3
INC10484,2025-11-12 13:31:37.623315,2025-11-13 09:29:37.623315,P3,VPN,Инцидент,Service Desk L2,DS-CL-01,Почта,2025-11-13 13:31:37.623315,False,0,5
INC10485,2025-11-12 00:41:37.623315,2025-11-13 02:25:37.623315,P3,VPN,Инцидент,Service Desk L1,DS-CL-01,Портал,2025-11-13 00:41:37.623315,True,0,3
INC10486,2025-11-12 03:44:37.623315,2025-11-13 00:49:37.623315,P3,Корпоративная почта,Инцидент,DBA,VPN-GW-02,Почта,2025-11-13 03:44:37.623315,False,1,3
INC10487,2025-11-12 03:21:37.623315,2025-11-15 01:07:37.623315,P4,ERP,Проблема,Service Desk L2,APP-ERP-01,Мониторинг,2025-11-14 03:21:37.623315,True,1,1
INC10488,2025-11-12 20:30:37.623315,2025-11-15 09:21:37.623315,P4,ERP,Проблема,NOC,DS-CL-01,Мониторинг,2025-11-14 20:30:37.623315,True,1,4
INC10489,2025-11-12 20:56:37.623315,,P2,Сеть офисов,Инцидент,DBA,APP-ERP-01,Портал,2025-11-13 04:56:37.623315,True,0,1
INC10490,2025-11-12 19:33:37.623315,2025-11-13 15:01:37.623315,P3,VPN,Инцидент,NOC,MAIL-CL-01,Мониторинг,2025-11-13 19:33:37.623315,False,0,5
INC10491,2025-11-12 15:46:37.623315,2025-11-14 03:11:37.623315,P3,Корпоративная почта,Проблема,Network,VPN-GW-02,Почта,2025-11-13 15:46:37.623315,True,0,2
INC10492,2025-11-12 10:45:37.623315,2025-11-13 11:14:37.623315,P3,ERP,Сервисный запрос,Service Desk L1,FW-01,Почта,2025-11-13 10:45:37.623315,True,0,2
INC10493,2025-11-12 22:47:37.623315,2025-11-15 09:09:37.623315,P4,Сервис-деск,Сервисный запрос,Application Support,MAIL-CL-01,Портал,2025-11-14 22:47:37.623315,True,0,3
INC10494,2025-11-12 15:16:37.623315,2025-11-13 17:25:37.623315,P3,Корпоративная почта,Инцидент,DBA,DS-CL-01,Телефон,2025-11-13 15:16:37.623315,True,0,1
INC10495,2025-11-12 14:06:37.623315,2025-11-13 04:12:37.623315,P3,VPN,Сервисный запрос,Network,MAIL-CL-01,Мониторинг,2025-11-13 14:06:37.623315,False,0,3
INC10496,2025-11-12 17:40:37.623315,2025-11-13 09:29:37.623315,P3,Корпоративная почта,Инцидент,Application Support,APP-ERP-01,Телефон,2025-11-13 17:40:37.623315,False,1,
INC10497,2025-11-12 14:28:37.623315,2025-11-14 23:55:37.623315,P4,VPN,Сервисный запрос,Service Desk L2,DS-CL-01,Почта,2025-11-14 14:28:37.623315,True,0,3
INC10498,2025-11-12 14:25:37.623315,2025-11-13 23:43:37.623315,P3,Сеть офисов,Сервисный запрос,Network,DS-CL-01,Мониторинг,2025-11-13 14:25:37.623315,True,1,5
INC10499,2025-11-12 10:53:37.623315,,P4,ERP,Инцидент,Service Desk L1,FW-01,Почта,2025-11-14 10:53:37.623315,True,0,
INC10500,2025-11-12 03:43:37.623315,2025-11-13 08:51:37.623315,P3,Сервис-деск,Сервисный запрос,NOC,APP-ERP-01,Телефон,2025-11-13 03:43:37.623315,True,0,5
INC10501,2025-11-12 15:33:37.623315,2025-11-13 04:57:37.623315,P4,Сеть офисов,Инцидент,Service Desk L1,APP-ERP-01,Телефон,2025-11-14 15:33:37.623315,False,0,
INC10502,2025-11-12 08:38:37.623315,2025-11-12 22:13:37.623315,P4,Сеть офисов,Проблема,Network,DB-PRD-01,Портал,2025-11-14 08:38:37.623315,False,0,3
INC10503,2025-11-12 11:10:37.623315,2025-11-12 22:47:37.623315,P3,Корпоративная почта,Инцидент,Application Support,MAIL-CL-01,Почта,2025-11-13 11:10:37.623315,False,0,1
INC10504,2025-11-12 19:05:37.623315,2025-11-13 11:08:37.623315,P4,Data Platform,Сервисный запрос,NOC,FW-01,Почта,2025-11-14 19:05:37.623315,False,1,2
INC10505,2025-11-12 10:40:37.623315,,P4,Data Platform,Проблема,Service Desk L1,APP-ERP-01,Почта,2025-11-14 10:40:37.623315,True,0,5
INC10506,2025-11-12 23:13:37.623315,,P2,Сервис-деск,Инцидент,Service Desk L2,DB-PRD-01,Телефон,2025-11-13 07:13:37.623315,True,0,4
INC10507,2025-11-12 01:48:37.623315,2025-11-12 12:54:37.623315,P4,Корпоративная почта,Сервисный запрос,DBA,FW-01,Почта,2025-11-14 01:48:37.623315,False,0,
INC10508,2025-11-12 15:58:37.623315,,P2,ERP,Инцидент,NOC,APP-ERP-01,Портал,2025-11-12 23:58:37.623315,True,0,5
INC10509,2025-11-12 18:34:37.623315,2025-11-13 19:03:37.623315,P3,Корпоративная почта,Инцидент,Application Support,DS-CL-01,Телефон,2025-11-13 18:34:37.623315,True,1,3
INC10510,2025-11-12 10:31:37.623315,2025-11-13 20:02:37.623315,P4,Сеть офисов,Проблема,NOC,FW-01,Портал,2025-11-14 10:31:37.623315,False,0,
INC10511,2025-11-12 05:39:37.623315,2025-11-12 06:26:37.623315,P3,Сервис-деск,Инцидент,Application Support,MAIL-CL-01,Мониторинг,2025-11-13 05:39:37.623315,False,0,1
INC10512,2025-11-12 04:49:37.623315,,P4,ERP,Сервисный запрос,DBA,DB-PRD-01,Почта,2025-11-14 04:49:37.623315,True,0,3
INC10513,2025-11-12 02:50:37.623315,,P2,ERP,Проблема,Network,MAIL-CL-01,Портал,2025-11-12 10:50:37.623315,True,0,2
INC10514,2025-11-12 02:45:37.623315,2025-11-13 00:32:37.623315,P3,Сервис-деск,Сервисный запрос,Application Support,MAIL-CL-01,Мониторинг,2025-11-13 02:45:37.623315,False,0,2
INC10515,2025-11-12 06:15:37.623315,2025-11-12 14:52:37.623315,P2,Сервис-деск,Сервисный запрос,Application Support,FW-01,Мониторинг,2025-11-12 14:15:37.623315,True,0,2
INC10516,2025-11-12 13:54:37.623315,,P4,VPN,Сервисный запрос,DBA,DS-CL-01,Портал,2025-11-14 13:54:37.623315,True,0,4
INC10517,2025-11-12 01:44:37.623315,2025-11-14 09:25:37.623315,P4,Корпоративная почта,Инцидент,DBA,DS-CL-01,Мониторинг,2025-11-14 01:44:37.623315,True,0,
INC10518,2025-11-12 17:58:37.623315,2025-11-13 21:47:37.623315,P3,ERP,Сервисный запрос,Service Desk L2,MAIL-CL-01,Мониторинг,2025-11-13 17:58:37.623315,True,2,1
INC10519,2025-11-12 07:30:37.623315,,P4,ERP,Сервисный запрос,DBA,DB-PRD-01,Почта,2025-11-14 07:30:37.623315,True,0,
INC10520,2025-11-12 01:14:37.623315,2025-11-12 04:47:37.623315,P2,Data Platform,Проблема,Service Desk L2,APP-ERP-01,Почта,2025-11-12 09:14:37.623315,False,0,1
INC10521,2025-11-12 03:09:37.623315,2025-11-12 12:03:37.623315,P2,Data Platform,Инцидент,Network,DS-CL-01,Мониторинг,2025-11-12 11:09:37.623315,True,0,3
INC10522,2025-11-12 16:42:37.623315,2025-11-12 19:36:37.623315,P4,Корпоративная почта,Сервисный запрос,NOC,VPN-GW-02,Мониторинг,2025-11-14 16:42:37.623315,False,0,2
INC10523,2025-11-12 13:50:37.623315,2025-11-12 16:55:37.623315,P1,Сервис-деск,Инцидент,DBA,VPN-GW-02,Почта,2025-11-12 17:50:37.623315,False,0,2
INC10524,2025-11-12 15:09:37.623315,2025-11-13 02:54:37.623315,P2,Сеть офисов,Проблема,Service Desk L1,MAIL-CL-01,Мониторинг,2025-11-12 23:09:37.623315,True,0,4
INC10525,2025-11-12 15:24:37.623315,2025-11-13 17:41:37.623315,P3,Сеть офисов,Проблема,Network,APP-ERP-01,Телефон,2025-11-13 15:24:37.623315,True,0,1
INC10526,2025-11-12 00:29:37.623315,2025-11-12 04:39:37.623315,P4,Сервис-деск,Сервисный запрос,DBA,FW-01,Мониторинг,2025-11-14 00:29:37.623315,False,0,3
INC10527,2025-11-13 02:54:37.623315,2025-11-14 13:46:37.623315,P4,Data Platform,Инцидент,Application Support,MAIL-CL-01,Портал,2025-11-15 02:54:37.623315,False,0,3
INC10528,2025-11-13 10:14:37.623315,2025-11-14 02:50:37.623315,P3,Data Platform,Инцидент,Application Support,FW-01,Почта,2025-11-14 10:14:37.623315,False,0,3
INC10529,2025-11-13 13:47:37.623315,2025-11-14 23:45:37.623315,P3,Сеть офисов,Сервисный запрос,Service Desk L2,FW-01,Телефон,2025-11-14 13:47:37.623315,True,0,2
INC10530,2025-11-13 20:36:37.623315,2025-11-14 16:53:37.623315,P4,ERP,Сервисный запрос,Service Desk L2,APP-ERP-01,Телефон,2025-11-15 20:36:37.623315,False,0,1
INC10531,2025-11-13 01:14:37.623315,2025-11-13 09:11:37.623315,P4,Сервис-деск,Проблема,Application Support,APP-ERP-01,Мониторинг,2025-11-15 01:14:37.623315,False,0,
INC10532,2025-11-13 11:18:37.623315,,P4,VPN,Сервисный запрос,DBA,FW-01,Мониторинг,2025-11-15 11:18:37.623315,True,1,3
INC10533,2025-11-13 08:26:37.623315,2025-11-15 01:32:37.623315,P4,VPN,Инцидент,DBA,DS-CL-01,Телефон,2025-11-15 08:26:37.623315,False,0,
INC10534,2025-11-13 13:11:37.623315,2025-11-13 17:52:37.623315,P1,Data Platform,Проблема,DBA,APP-ERP-01,Мониторинг,2025-11-13 17:11:37.623315,True,0,5
INC10535,2025-11-13 05:05:37.623315,,P3,Data Platform,Проблема,Service Desk L2,MAIL-CL-01,Телефон,2025-11-14 05:05:37.623315,True,0,5
INC10536,2025-11-13 01:02:37.623315,2025-11-13 10:49:37.623315,P3,Корпоративная почта,Сервисный запрос,Application Support,DS-CL-01,Телефон,2025-11-14 01:02:37.623315,False,0,5
INC10537,2025-11-13 02:31:37.623315,2025-11-13 11:53:37.623315,P3,Сеть офисов,Проблема,DBA,APP-ERP-01,Мониторинг,2025-11-14 02:31:37.623315,False,0,
INC10538,2025-11-13 03:37:37.623315,2025-11-14 02:28:37.623315,P3,ERP,Инцидент,NOC,VPN-GW-02,Телефон,2025-11-14 03:37:37.623315,False,0,2
INC10539,2025-11-13 17:35:37.623315,,P1,Сеть офисов,Проблема,Service Desk L1,DS-CL-01,Почта,2025-11-13 21:35:37.623315,True,1,2
INC10540,2025-11-13 05:37:37.623315,2025-11-15 12:52:37.623315,P4,Сеть офисов,Сервисный запрос,Service Desk L1,APP-ERP-01,Почта,2025-11-15 05:37:37.623315,True,0,3
INC10541,2025-11-13 04:57:37.623315,2025-11-13 12:52:37.623315,P2,Data Platform,Проблема,DBA,FW-01,Почта,2025-11-13 12:57:37.623315,False,0,4
INC10542,2025-11-13 07:39:37.623315,2025-11-15 19:02:37.623315,P4,VPN,Проблема,Application Support,APP-ERP-01,Почта,2025-11-15 07:39:37.623315,True,0,2
INC10543,2025-11-13 03:22:37.623315,2025-11-14 10:39:37.623315,P3,VPN,Сервисный запрос,Service Desk L1,DS-CL-01,Мониторинг,2025-11-14 03:22:37.623315,True,0,2
INC10544,2025-11-13 04:16:37.623315,2025-11-13 19:15:37.623315,P3,Сервис-деск,Сервисный запрос,Service Desk L2,VPN-GW-02,Телефон,2025-11-14 04:16:37.623315,False,0,1
INC10545,2025-11-13 00:24:37.623315,2025-11-14 01:05:37.623315,P3,Сеть офисов,Проблема,Service Desk L1,DS-CL-01,Портал,2025-11-14 00:24:37.623315,True,0,1
INC10546,2025-11-13 18:45:37.623315,2025-11-14 20:34:37.623315,P3,VPN,Проблема,NOC,MAIL-CL-01,Почта,2025-11-14 18:45:37.623315,True,0,1
INC10547,2025-11-13 15:20:37.623315,2025-11-13 21:57:37.623315,P3,ERP,Проблема,Service Desk L1,VPN-GW-02,Почта,2025-11-14 15:20:37.623315,False,0,3
INC10548,2025-11-13 00:29:37.623315,2025-11-13 20:09:37.623315,P3,Сервис-деск,Сервисный запрос,DBA,APP-ERP-01,Телефон,2025-11-14 00:29:37.623315,False,0,3
INC10549,2025-11-13 15:41:37.623315,2025-11-15 01:43:37.623315,P3,VPN,Проблема,Service Desk L2,DS-CL-01,Мониторинг,2025-11-14 15:41:37.623315,True,0,4
INC10550,2025-11-13 00:35:37.623315,2025-11-13 12:14:37.623315,P3,Сервис-деск,Сервисный запрос,DBA,FW-01,Мониторинг,2025-11-14 00:35:37.623315,False,0,3
INC10551,2025-11-13 21:56:37.623315,2025-11-14 08:32:37.623315,P3,Корпоративная почта,Сервисный запрос,NOC,DB-PRD-01,Телефон,2025-11-14 21:56:37.623315,False,0,4
INC10552,2025-11-13 22:53:37.623315,2025-11-15 04:22:37.623315,P4,Сеть офисов,Инцидент,Service Desk L1,MAIL-CL-01,Почта,2025-11-15 22:53:37.623315,False,0,5
INC10553,2025-11-13 07:10:37.623315,,P3,ERP,Инцидент,Network,DS-CL-01,Портал,2025-11-14 07:10:37.623315,True,0,1
INC10554,2025-11-13 03:14:37.623315,,P3,Data Platform,Проблема,Service Desk L2,VPN-GW-02,Мониторинг,2025-11-14 03:14:37.623315,True,0,3
INC10555,2025-11-13 19:03:37.623315,2025-11-14 00:51:37.623315,P1,Data Platform,Сервисный запрос,Service Desk L2,DS-CL-01,Почта,2025-11-13 23:03:37.623315,True,0,5
INC10556,2025-11-13 19:39:37.623315,,P3,Корпоративная почта,Проблема,Service Desk L1,VPN-GW-02,Портал,2025-11-14 19:39:37.623315,True,0,4
INC10557,2025-11-13 07:10:37.623315,,P4,VPN,Инцидент,DBA,VPN-GW-02,Телефон,2025-11-15 07:10:37.623315,True,0,
INC10558,2025-11-13 03:28:37.623315,2025-11-14 01:08:37.623315,P3,Сервис-деск,Проблема,Application Support,APP-ERP-01,Портал,2025-11-14 03:28:37.623315,False,0,1
INC10559,2025-11-13 05:52:37.623315,2025-11-14 00:41:37.623315,P3,Сеть офисов,Проблема,DBA,FW-01,Мониторинг,2025-11-14 05:52:37.623315,False,0,1
INC10560,2025-11-13 04:48:37.623315,,P3,Сеть офисов,Сервисный запрос,DBA,DS-CL-01,Почта,2025-11-14 04:48:37.623315,True,0,
